Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,ProductLineID,ProductLine,,,,ProductID1,Unit price,ProductLine1,,,ProductLineID2,Product line 2
343-75-9322,B,Member,Female,PID482,8,4.74,99.54,9-Jan-19,16:34,Cash,94.8,4.761904762,4.74,4.1,PD004,Sports and travel,,,,PID488,11.85,PD003,,,,
427-45-9297,B,Member,Female,PID483,7,14.2555,299.3655,12-Mar-19,11:01,Ewallet,285.11,4.761904762,14.2555,5.4,PD003,Home and lifestyle,,,,PID489,40.73,PD006,,,,
361-59-0574,B,Member,Male,PID484,8,36.212,760.452,15-Mar-19,14:48,Credit card,724.24,4.761904762,36.212,6.5,PD005,Food and beverages,,,,PID49,90.53,PD004,,,,
544-55-9589,B,Member,Female,PID485,10,10.715,225.015,28-Jan-19,11:51,Cash,214.3,4.761904762,10.715,6.2,PD002,Electronic accessories,,,,PID490,21.43,PD001,,,,
608-05-3804,B,Member,Male,PID486,1,1.9875,41.7375,25-Feb-19,20:19,Cash,39.75,4.761904762,1.9875,6.1,PD005,Food and beverages,,,,PID491,39.75,PD005,,,,
761-49-0439,B,Member,Female,PID487,8,4.84,101.64,19-Jan-19,10:17,Ewallet,96.8,4.761904762,4.84,8.6,PD004,Sports and travel,,,,PID492,12.1,PD006,,,,
490-95-0021,B,Member,Female,PID488,10,16.605,348.705,8-Jan-19,14:25,Ewallet,332.1,4.761904762,16.605,6,PD003,Home and lifestyle,,,,PID493,33.21,PD001,,,,
311-13-6971,B,Member,Male,PID489,10,15.995,335.895,20-Feb-19,15:18,Credit card,319.9,4.761904762,15.995,9.9,PD006,Fashion accessories,,,,PID494,31.99,PD004,,,,
744-02-5987,A,Member,Male,PID49,6,23.514,493.794,1/10/2019,14:16,Ewallet,470.28,4.761904762,23.514,5.8,PD004,Sports and travel,,,,PID495,78.38,PD002,,,,
811-35-1094,B,Member,Male,PID490,6,15.135,317.835,6-Feb-19,15:16,Credit card,302.7,4.761904762,15.135,8.9,PD001,Health and beauty,,,,PID496,50.45,PD002,,,,
313-66-9943,B,Member,Female,PID491,3,4.3725,91.8225,27-Mar-19,20:29,Credit card,87.45,4.761904762,4.3725,7.3,PD005,Food and beverages,,,,PID497,29.15,PD005,,,,
636-98-3364,B,Member,Female,PID492,3,3.939,82.719,2-Mar-19,12:36,Ewallet,78.78,4.761904762,3.939,6.3,PD006,Fashion accessories,,,,PID498,26.26,PD001,,,,
321-49-7382,B,Member,Male,PID493,1,4.4155,92.7255,15-Feb-19,17:38,Credit card,88.31,4.761904762,4.4155,5.2,PD001,Health and beauty,,,,PID499,88.31,PD002,,,,
676-10-2200,B,Member,Male,PID494,1,2.689,56.469,3-Feb-19,20:13,Ewallet,53.78,4.761904762,2.689,4.7,PD004,Sports and travel,,,,PID50,53.78,PD006,,,,
503-21-4385,B,Member,Male,PID495,3,5.9865,125.7165,21-Feb-19,12:40,Ewallet,119.73,4.761904762,5.9865,9.3,PD002,Electronic accessories,,,,PID500,39.91,PD005,,,,
305-89-2768,B,Member,Female,PID496,3,3.285,68.985,9-Jan-19,18:43,Ewallet,65.7,4.761904762,3.285,4.7,PD002,Electronic accessories,,,,PID501,21.9,PD002,,,,
574-80-1489,B,Member,Female,PID497,4,12.57,263.97,25-Feb-19,13:22,Ewallet,251.4,4.761904762,12.57,8.7,PD005,Food and beverages,,,,PID502,62.85,PD002,,,,
200-40-6154,B,Member,Male,PID498,6,19.773,415.233,9-Feb-19,11:45,Cash,395.46,4.761904762,19.773,5.7,PD001,Health and beauty,,,,PID503,65.91,PD005,,,,
214-30-2776,B,Member,Female,PID499,5,8.6225,181.0725,11-Mar-19,19:44,Credit card,172.45,4.761904762,8.6225,9,PD002,Electronic accessories,,,,PID504,34.49,PD005,,,,
307-83-9164,A,Member,Male,PID50,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5,PD006,Fashion accessories,,,,PID505,60.01,PD005,,,,
746-04-1077,B,Member,Female,PID500,10,42.315,888.615,1-Jan-19,11:36,Credit card,846.3,4.761904762,42.315,9,PD005,Food and beverages,,,,PID506,84.63,PD004,,,,
448-34-8700,B,Member,Male,PID501,7,12.9185,271.2885,10-Feb-19,13:51,Ewallet,258.37,4.761904762,12.9185,6.7,PD002,Electronic accessories,,,,PID507,36.91,PD005,,,,
883-69-1285,B,Member,Male,PID502,2,4.992,104.832,6-Mar-19,11:55,Credit card,99.84,4.761904762,4.992,7,PD002,Electronic accessories,,,,PID508,49.92,PD005,,,,
518-71-6847,B,Member,Male,PID503,6,7.98,167.58,26-Feb-19,15:10,Ewallet,159.6,4.761904762,7.98,4.9,PD005,Food and beverages,,,,PID509,26.6,PD004,,,,
552-44-5977,B,Member,Male,PID504,8,24.8,520.8,3-Jan-19,19:08,Credit card,496,4.761904762,24.8,6.2,PD005,Food and beverages,,,,PID51,62,PD001,,,,
430-53-4718,B,Member,Male,PID505,8,30.148,633.108,28-Jan-19,15:46,Credit card,602.96,4.761904762,30.148,8.4,PD005,Food and beverages,,,,PID510,75.37,PD004,,,,
319-50-3348,B,Normal,Female,PID506,2,4.03,84.63,11-Mar-19,15:30,Ewallet,80.6,4.761904762,4.03,4.4,PD004,Sports and travel,,,,PID511,40.3,PD005,,,,
371-85-5789,B,Normal,Male,PID507,3,13.197,277.137,5-Mar-19,10:40,Ewallet,263.94,4.761904762,13.197,5.1,PD005,Food and beverages,,,,PID512,87.98,PD002,,,,
273-16-6619,B,Normal,Male,PID508,2,3.32,69.72,15-Mar-19,12:20,Credit card,66.4,4.761904762,3.32,4.4,PD005,Food and beverages,,,,PID513,33.2,PD003,,,,
649-29-6775,B,Normal,Male,PID509,1,1.676,35.196,8-Feb-19,15:31,Cash,33.52,4.761904762,1.676,6.7,PD004,Sports and travel,,,,PID514,33.52,PD004,,,,
411-77-0180,A,Member,Male,PID51,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3,PD001,Health and beauty,,,,PID515,72.2,PD006,,,,
145-94-9061,B,Normal,Female,PID510,5,22.09,463.89,25-Jan-19,19:48,Cash,441.8,4.761904762,22.09,9.6,PD004,Sports and travel,,,,PID516,88.36,PD001,,,,
871-79-8483,B,Normal,Male,PID511,5,23.5325,494.1825,25-Feb-19,19:39,Credit card,470.65,4.761904762,23.5325,4.8,PD005,Food and beverages,,,,PID517,94.13,PD002,,,,
640-49-2076,B,Normal,Male,PID512,8,33.512,703.752,10-Jan-19,14:49,Cash,670.24,4.761904762,33.512,5.1,PD002,Electronic accessories,,,,PID518,83.78,PD001,,,,
242-55-6721,B,Normal,Male,PID513,2,1.616,33.936,7-Mar-19,11:49,Ewallet,32.32,4.761904762,1.616,6.5,PD003,Home and lifestyle,,,,PID519,16.16,PD004,,,,
847-38-7188,B,Normal,Female,PID514,3,14.502,304.542,26-Jan-19,19:56,Ewallet,290.04,4.761904762,14.502,6.4,PD004,Sports and travel,,,,PID52,96.68,PD002,,,,
318-68-5053,B,Normal,Female,PID515,6,23.097,485.037,27-Feb-19,17:55,Cash,461.94,4.761904762,23.097,6.1,PD006,Fashion accessories,,,,PID520,76.99,PD004,,,,
766-85-7061,B,Normal,Male,PID516,10,43.935,922.635,29-Mar-19,10:25,Ewallet,878.7,4.761904762,43.935,5.1,PD001,Health and beauty,,,,PID521,87.87,PD002,,,,
733-01-9107,B,Normal,Male,PID517,6,24.81,521.01,5-Mar-19,18:14,Cash,496.2,4.761904762,24.81,7.4,PD002,Electronic accessories,,,,PID522,82.7,PD005,,,,
716-39-1409,B,Normal,Male,PID518,7,10.6225,223.0725,19-Mar-19,18:19,Cash,212.45,4.761904762,10.6225,8,PD001,Health and beauty,,,,PID523,30.35,PD002,,,,
227-78-1148,B,Normal,Female,PID519,7,25.494,535.374,15-Feb-19,12:44,Cash,509.88,4.761904762,25.494,8.4,PD004,Sports and travel,,,,PID524,72.84,PD004,,,,
803-17-8013,A,Member,Female,PID52,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761904762,35.516,4.1,PD002,Electronic accessories,,,,PID525,88.79,PD003,,,,
378-24-2715,B,Normal,Male,PID520,2,5.344,112.224,20-Jan-19,20:38,Ewallet,106.88,4.761904762,5.344,4.1,PD004,Sports and travel,,,,PID526,53.44,PD004,,,,
549-84-7482,B,Normal,Female,PID521,9,40.626,853.146,8-Feb-19,11:15,Ewallet,812.52,4.761904762,40.626,7.2,PD002,Electronic accessories,,,,PID527,90.28,PD004,,,,
191-10-6171,B,Normal,Female,PID522,7,13.867,291.207,25-Jan-19,13:18,Cash,277.34,4.761904762,13.867,7.5,PD005,Food and beverages,,,,PID528,39.62,PD006,,,,
695-51-0018,B,Normal,Female,PID523,4,6.968,146.328,10-Feb-19,18:36,Cash,139.36,4.761904762,6.968,7.4,PD002,Electronic accessories,,,,PID529,34.84,PD006,,,,
241-72-9525,B,Normal,Male,PID524,10,25.955,545.055,16-Feb-19,12:21,Cash,519.1,4.761904762,25.955,8.2,PD004,Sports and travel,,,,PID53,51.91,PD003,,,,
307-85-2293,B,Normal,Male,PID525,5,12.57,263.97,7-Mar-19,13:58,Ewallet,251.4,4.761904762,12.57,9.7,PD003,Home and lifestyle,,,,PID530,50.28,PD003,,,,
423-57-2993,B,Normal,Male,PID526,6,28.017,588.357,27-Mar-19,19:18,Ewallet,560.34,4.761904762,28.017,10,PD004,Sports and travel,,,,PID531,93.39,PD006,,,,
548-46-9322,B,Normal,Male,PID527,10,19.95,418.95,20-Feb-19,15:24,Credit card,399,4.761904762,19.95,5.9,PD004,Sports and travel,,,,PID532,39.9,PD006,,,,
414-12-7047,B,Normal,Male,PID528,8,7.916,166.236,18-Jan-19,12:04,Ewallet,158.32,4.761904762,7.916,8.7,PD006,Fashion accessories,,,,PID533,19.79,PD001,,,,
284-34-9626,B,Normal,Female,PID529,3,11.556,242.676,11-Feb-19,10:39,Credit card,231.12,4.761904762,11.556,7.2,PD006,Fashion accessories,,,,PID534,77.04,PD003,,,,
512-98-1403,A,Member,Female,PID53,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761904762,3.972,4.7,PD003,Home and lifestyle,,,,PID535,26.48,PD006,,,,
437-58-8131,B,Normal,Female,PID530,2,7.352,154.392,15-Jan-19,13:41,Ewallet,147.04,4.761904762,7.352,4.6,PD003,Home and lifestyle,,,,PID536,73.52,PD004,,,,
641-43-2399,B,Normal,Male,PID531,4,5.11,107.31,26-Jan-19,20:23,Ewallet,102.2,4.761904762,5.11,5.7,PD006,Fashion accessories,,,,PID537,25.55,PD002,,,,
573-58-9734,B,Normal,Female,PID532,3,4.5555,95.6655,28-Mar-19,13:41,Ewallet,91.11,4.761904762,4.5555,5.1,PD006,Fashion accessories,,,,PID538,30.37,PD005,,,,
817-69-8206,B,Normal,Female,PID533,9,44.8785,942.4485,2-Mar-19,19:42,Credit card,897.57,4.761904762,44.8785,6.5,PD001,Health and beauty,,,,PID539,99.73,PD004,,,,
142-63-6033,B,Normal,Male,PID534,5,23.09,484.89,20-Mar-19,19:17,Ewallet,461.8,4.761904762,23.09,4.9,PD003,Home and lifestyle,,,,PID54,92.36,PD004,,,,
656-16-1063,B,Normal,Male,PID535,3,6.963,146.223,4-Jan-19,13:24,Credit card,139.26,4.761904762,6.963,4.4,PD006,Fashion accessories,,,,PID540,46.42,PD004,,,,
560-30-5617,B,Normal,Female,PID536,5,6.1925,130.0425,24-Mar-19,18:27,Cash,123.85,4.761904762,6.1925,8.5,PD004,Sports and travel,,,,PID541,24.77,PD006,,,,
549-03-9315,B,Normal,Male,PID537,8,37.948,796.908,12-Feb-19,12:58,Ewallet,758.96,4.761904762,37.948,8.7,PD002,Electronic accessories,,,,PID542,94.87,PD003,,,,
790-29-1172,B,Normal,Female,PID538,3,8.601,180.621,10-Mar-19,18:59,Credit card,172.02,4.761904762,8.601,7.9,PD005,Food and beverages,,,,PID543,57.34,PD004,,,,
239-36-3640,B,Normal,Male,PID539,6,13.605,285.705,31-Jan-19,13:44,Ewallet,272.1,4.761904762,13.605,6.1,PD004,Sports and travel,,,,PID544,45.35,PD004,,,,
870-76-1733,A,Member,Female,PID54,5,3.5575,74.7075,2/1/2019,10:08,Credit card,71.15,4.761904762,3.5575,4.4,PD004,Sports and travel,,,,PID545,14.23,PD002,,,,
468-01-2051,B,Normal,Male,PID540,7,21.728,456.288,6-Mar-19,13:46,Ewallet,434.56,4.761904762,21.728,5.4,PD004,Sports and travel,,,,PID546,62.08,PD004,,,,
289-65-5721,B,Normal,Female,PID541,2,8.137,170.877,26-Jan-19,19:28,Cash,162.74,4.761904762,8.137,6.5,PD006,Fashion accessories,,,,PID547,81.37,PD005,,,,
418-02-5978,B,Normal,Female,PID542,9,37.8405,794.6505,11-Feb-19,10:54,Cash,756.81,4.761904762,37.8405,8,PD003,Home and lifestyle,,,,PID548,84.09,PD001,,,,
376-02-8238,B,Normal,Male,PID543,8,37.548,788.508,2-Feb-19,18:42,Credit card,750.96,4.761904762,37.548,8.3,PD004,Sports and travel,,,,PID549,93.87,PD003,,,,
785-13-7708,B,Normal,Male,PID544,7,25.571,536.991,14-Jan-19,19:06,Credit card,511.42,4.761904762,25.571,4.2,PD004,Sports and travel,,,,PID55,73.06,PD004,,,,
154-74-7179,B,Normal,Male,PID545,1,2.7225,57.1725,26-Feb-19,19:24,Ewallet,54.45,4.761904762,2.7225,7.9,PD002,Electronic accessories,,,,PID550,54.45,PD003,,,,
783-09-1637,B,Normal,Female,PID546,5,16.8575,354.0075,6-Mar-19,18:13,Ewallet,337.15,4.761904762,16.8575,6.3,PD004,Sports and travel,,,,PID551,67.43,PD006,,,,
477-24-6490,B,Normal,Female,PID547,6,29.913,628.173,26-Feb-19,16:52,Ewallet,598.26,4.761904762,29.913,7.9,PD005,Food and beverages,,,,PID552,99.71,PD002,,,,
566-19-5475,B,Normal,Male,PID548,7,16.7895,352.5795,7-Jan-19,20:52,Cash,335.79,4.761904762,16.7895,6.2,PD001,Health and beauty,,,,PID553,47.97,PD004,,,,
498-41-1961,B,Normal,Male,PID549,5,16.67,350.07,20-Feb-19,18:01,Cash,333.4,4.761904762,16.67,7.6,PD003,Home and lifestyle,,,,PID554,66.68,PD006,,,,
423-64-4619,A,Member,Female,PID55,9,6.9975,146.9475,3/7/2019,13:12,Cash,139.95,4.761904762,6.9975,5,PD004,Sports and travel,,,,PID555,15.55,PD001,,,,
283-79-9594,B,Normal,Female,PID550,7,16.9785,356.5485,25-Jan-19,13:30,Credit card,339.57,4.761904762,16.9785,5.2,PD003,Home and lifestyle,,,,PID556,48.51,PD003,,,,
585-03-5943,B,Normal,Male,PID551,10,9.055,190.155,13-Mar-19,11:46,Ewallet,181.1,4.761904762,9.055,5.9,PD006,Fashion accessories,,,,PID557,18.11,PD003,,,,
396-90-2219,B,Normal,Female,PID552,8,5.984,125.664,23-Feb-19,12:29,Cash,119.68,4.761904762,5.984,8.6,PD002,Electronic accessories,,,,PID558,14.96,PD004,,,,
276-54-0879,B,Normal,Male,PID553,4,19.548,410.508,12-Mar-19,19:53,Ewallet,390.96,4.761904762,19.548,6.4,PD004,Sports and travel,,,,PID559,97.74,PD002,,,,
868-81-1752,B,Normal,Male,PID554,9,9.909,208.089,7-Feb-19,18:48,Cash,198.18,4.761904762,9.909,6.8,PD006,Fashion accessories,,,,PID56,22.02,PD003,,,,
692-27-8933,B,Normal,Female,PID555,6,17.385,365.085,24-Feb-19,13:02,Cash,347.7,4.761904762,17.385,5.2,PD001,Health and beauty,,,,PID560,57.95,PD001,,,,
400-45-1220,B,Normal,Female,PID556,10,6.75,141.75,27-Feb-19,11:06,Credit card,135,4.761904762,6.75,4.8,PD003,Home and lifestyle,,,,PID561,13.5,PD005,,,,
453-63-6187,B,Normal,Male,PID557,3,4.125,86.625,1-Mar-19,15:40,Ewallet,82.5,4.761904762,4.125,6.5,PD003,Home and lifestyle,,,,PID562,27.5,PD004,,,,
578-80-7669,B,Normal,Male,PID558,1,3.7485,78.7185,16-Mar-19,16:58,Cash,74.97,4.761904762,3.7485,5.6,PD004,Sports and travel,,,,PID563,74.97,PD006,,,,
261-12-8671,B,Normal,Female,PID559,2,6.096,128.016,25-Jan-19,19:39,Credit card,121.92,4.761904762,6.096,4.9,PD002,Electronic accessories,,,,PID564,60.96,PD006,,,,
815-11-1168,A,Member,Male,PID56,5,24.945,523.845,3/9/2019,19:09,Cash,498.9,4.761904762,24.945,5.4,PD003,Home and lifestyle,,,,PID565,99.78,PD005,,,,
529-56-3979,B,Normal,Female,PID56,4,4.03,84.63,3/11/2020,15:30,Ewallet,80.6,4.761904762,4.03,4.4,PD003,Home and lifestyle,,,,PID566,20.15,PD004,,,,
182-69-8360,B,Normal,Female,PID560,4,4.73,99.33,30-Jan-19,13:32,Credit card,94.6,4.761904762,4.73,4,PD001,Health and beauty,,,,PID567,23.65,PD001,,,,
868-52-7573,B,Normal,Female,PID561,5,24.9225,523.3725,14-Jan-19,12:09,Cash,498.45,4.761904762,24.9225,9.9,PD005,Food and beverages,,,,PID568,99.69,PD006,,,,
596-42-3999,B,Normal,Male,PID562,7,6.377,133.917,10-Mar-19,14:04,Credit card,127.54,4.761904762,6.377,6.6,PD004,Sports and travel,,,,PID569,18.22,PD002,,,,
173-82-9529,B,Normal,Female,PID563,10,18.975,398.475,26-Jan-19,14:51,Cash,379.5,4.761904762,18.975,9.7,PD006,Fashion accessories,,,,PID57,37.95,PD005,,,,
760-54-1821,B,Normal,Male,PID564,9,6.1155,128.4255,15-Mar-19,10:26,Cash,122.31,4.761904762,6.1155,5.8,PD006,Fashion accessories,,,,PID570,13.59,PD003,,,,
831-64-0259,B,Normal,Female,PID565,5,9.9375,208.6875,22-Feb-19,10:43,Ewallet,198.75,4.761904762,9.9375,9.6,PD005,Food and beverages,,,,PID571,39.75,PD003,,,,
244-08-0162,B,Normal,Female,PID566,10,17.105,359.205,2-Jan-19,13:00,Cash,342.1,4.761904762,17.105,5.1,PD004,Sports and travel,,,,PID572,34.21,PD006,,,,
569-71-4390,B,Normal,Male,PID567,2,2.187,45.927,25-Jan-19,14:29,Ewallet,43.74,4.761904762,2.187,6.9,PD001,Health and beauty,,,,PID573,21.87,PD003,,,,
268-03-6164,B,Normal,Male,PID568,1,4.8055,100.9155,25-Jan-19,16:28,Ewallet,96.11,4.761904762,4.8055,7.8,PD006,Fashion accessories,,,,PID574,96.11,PD006,,,,
848-07-1692,B,Normal,Female,PID569,2,5.722,120.162,12-Jan-19,17:13,Ewallet,114.44,4.761904762,5.722,8.3,PD002,Electronic accessories,,,,PID575,57.22,PD005,,,,
340-66-0321,A,Member,Male,PID57,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6,PD005,Food and beverages,,,,PID576,36.36,PD003,,,,
741-73-3559,B,Normal,Male,PID570,5,16.8175,353.1675,27-Feb-19,17:27,Cash,336.35,4.761904762,16.8175,6.9,PD003,Home and lifestyle,,,,PID577,67.27,PD001,,,,
286-75-7818,B,Normal,Male,PID571,2,6.908,145.068,31-Jan-19,19:48,Credit card,138.16,4.761904762,6.908,6.9,PD003,Home and lifestyle,,,,PID578,69.08,PD004,,,,
616-87-0016,B,Normal,Male,PID572,7,33.439,702.219,9-Mar-19,14:36,Credit card,668.78,4.761904762,33.439,9.6,PD006,Fashion accessories,,,,PID579,95.54,PD002,,,,
837-55-7229,B,Normal,Female,PID573,1,2.372,49.812,22-Feb-19,18:19,Credit card,47.44,4.761904762,2.372,6.8,PD003,Home and lifestyle,,,,PID58,47.44,PD005,,,,
891-01-7034,B,Normal,Female,PID574,6,22.413,470.673,1-Jan-19,19:07,Cash,448.26,4.761904762,22.413,6.7,PD006,Fashion accessories,,,,PID580,74.71,PD003,,,,
744-09-5786,B,Normal,Male,PID575,6,6.603,138.663,2-Jan-19,18:50,Cash,132.06,4.761904762,6.603,7.6,PD005,Food and beverages,,,,PID581,22.01,PD006,,,,
533-33-5337,B,Normal,Male,PID576,10,39.695,833.595,7-Feb-19,20:24,Cash,793.9,4.761904762,39.695,6.2,PD003,Home and lifestyle,,,,PID582,79.39,PD004,,,,
554-53-3790,B,Normal,Male,PID577,6,11.106,233.226,22-Mar-19,18:33,Cash,222.12,4.761904762,11.106,4.5,PD001,Health and beauty,,,,PID583,37.02,PD004,,,,
701-69-8742,B,Normal,Male,PID578,10,17.185,360.885,16-Mar-19,10:11,Ewallet,343.7,4.761904762,17.185,6.7,PD004,Sports and travel,,,,PID584,34.37,PD002,,,,
709-58-4068,B,Normal,Female,PID579,10,20.545,431.445,28-Feb-19,14:42,Cash,410.9,4.761904762,20.545,7.3,PD002,Electronic accessories,,,,PID585,41.09,PD006,,,,
442-48-3607,A,Member,Male,PID58,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9,PD005,Food and beverages,,,,PID586,23.48,PD006,,,,
686-41-0932,B,Normal,Female,PID580,2,3.47,72.87,13-Mar-19,19:48,Ewallet,69.4,4.761904762,3.47,8.2,PD003,Home and lifestyle,,,,PID587,34.7,PD001,,,,
437-53-3084,B,Normal,Male,PID581,2,9.989,209.769,26-Feb-19,11:48,Ewallet,199.78,4.761904762,9.989,7.1,PD006,Fashion accessories,,,,PID588,99.89,PD002,,,,
632-32-4574,B,Normal,Male,PID582,8,30.368,637.728,20-Mar-19,14:14,Cash,607.36,4.761904762,30.368,5.5,PD004,Sports and travel,,,,PID589,75.92,PD002,,,,
282-35-2475,B,Normal,Female,PID583,2,9.331,195.951,25-Mar-19,17:53,Cash,186.62,4.761904762,9.331,6.3,PD004,Sports and travel,,,,PID59,93.31,PD003,,,,
511-54-3087,B,Normal,Male,PID584,1,4.4225,92.8725,25-Feb-19,16:36,Credit card,88.45,4.761904762,4.4225,9.5,PD002,Electronic accessories,,,,PID590,88.45,PD006,,,,
862-17-9201,B,Normal,Female,PID585,6,25.215,529.515,29-Jan-19,10:48,Credit card,504.3,4.761904762,25.215,7.7,PD006,Fashion accessories,,,,PID591,84.05,PD005,,,,
734-91-1155,B,Normal,Female,PID586,3,6.8565,143.9865,26-Mar-19,10:34,Credit card,137.13,4.761904762,6.8565,7.7,PD006,Fashion accessories,,,,PID592,45.71,PD005,,,,
286-62-6248,B,Normal,Male,PID587,4,7.842,164.682,16-Jan-19,20:03,Credit card,156.84,4.761904762,7.842,9,PD001,Health and beauty,,,,PID593,39.21,PD003,,,,
857-67-9057,B,Normal,Male,PID588,10,11.475,240.975,6-Feb-19,19:20,Ewallet,229.5,4.761904762,11.475,8.2,PD002,Electronic accessories,,,,PID594,22.95,PD002,,,,
841-18-8232,B,Normal,Female,PID589,1,3.56,74.76,5-Jan-19,20:40,Credit card,71.2,4.761904762,3.56,9.2,PD002,Electronic accessories,,,,PID595,71.2,PD005,,,,
527-09-6272,A,Member,Female,PID59,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1,PD003,Home and lifestyle,,,,PID596,28.45,PD002,,,,
539-21-7227,B,Normal,Female,PID590,5,12.885,270.585,26-Jan-19,17:45,Cash,257.7,4.761904762,12.885,4.2,PD006,Fashion accessories,,,,PID597,51.54,PD002,,,,
747-58-7183,B,Normal,Male,PID591,3,8.5905,180.4005,9-Feb-19,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,PD005,Food and beverages,,,,PID598,57.27,PD006,,,,
582-52-8065,B,Normal,Female,PID592,9,24.4395,513.2295,22-Feb-19,10:49,Cash,488.79,4.761904762,24.4395,8.9,PD005,Food and beverages,,,,PID599,54.31,PD005,,,,
210-57-1719,B,Normal,Female,PID593,9,26.208,550.368,5-Feb-19,12:34,Cash,524.16,4.761904762,26.208,9.7,PD003,Home and lifestyle,,,,PID60,58.24,PD004,,,,
356-44-8813,B,Normal,Male,PID594,3,5.622,118.062,20-Jan-19,13:45,Credit card,112.44,4.761904762,5.622,7.7,PD002,Electronic accessories,,,,PID600,37.48,PD006,,,,
174-75-0888,B,Normal,Male,PID595,9,9.711,203.931,14-Mar-19,12:32,Cash,194.22,4.761904762,9.711,7.3,PD005,Food and beverages,,,,PID601,21.58,PD006,,,,
134-54-4720,B,Normal,Female,PID596,8,16.968,356.328,30-Jan-19,13:58,Ewallet,339.36,4.761904762,16.968,5.7,PD002,Electronic accessories,,,,PID602,42.42,PD004,,,,
514-37-2845,B,Normal,Male,PID597,2,9.925,208.425,20-Mar-19,13:02,Cash,198.5,4.761904762,9.925,9,PD002,Electronic accessories,,,,PID603,99.25,PD003,,,,
241-11-2261,B,Normal,Female,PID598,7,27.951,586.971,10-Jan-19,10:33,Credit card,559.02,4.761904762,27.951,5.5,PD006,Fashion accessories,,,,PID604,79.86,PD004,,,,
355-34-6244,B,Normal,Male,PID599,2,7.239,152.019,13-Jan-19,19:55,Credit card,144.78,4.761904762,7.239,8.1,PD005,Food and beverages,,,,PID605,72.39,PD005,,,,
441-94-7118,A,Member,Male,PID60,1,3.5975,75.5475,2/4/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3,PD004,Sports and travel,,,,PID606,71.95,PD005,,,,
458-61-0011,B,Normal,Male,PID600,4,12.06,253.26,20-Feb-19,18:43,Cash,241.2,4.761904762,12.06,5.8,PD006,Fashion accessories,,,,PID607,60.3,PD004,,,,
207-73-1363,B,Normal,Male,PID601,2,6.951,145.971,1-Mar-19,12:15,Ewallet,139.02,4.761904762,6.951,8.1,PD006,Fashion accessories,,,,PID608,69.51,PD006,,,,
375-72-3056,B,Normal,Male,PID602,3,9.459,198.639,19-Jan-19,15:58,Ewallet,189.18,4.761904762,9.459,7,PD004,Sports and travel,,,,PID609,63.06,PD005,,,,
470-31-3286,B,Normal,Male,PID603,3,2.223,46.683,1-Mar-19,11:30,Credit card,44.46,4.761904762,2.223,8.7,PD003,Home and lifestyle,,,,PID61,14.82,PD005,,,,
642-30-6693,B,Normal,Female,PID604,6,16.353,343.413,17-Mar-19,13:54,Ewallet,327.06,4.761904762,16.353,7.8,PD004,Sports and travel,,,,PID610,54.51,PD001,,,,
830-58-2383,B,Normal,Male,PID605,4,6.35,133.35,8-Feb-19,15:26,Cash,127,4.761904762,6.35,8.6,PD005,Food and beverages,,,,PID611,31.75,PD001,,,,
852-62-7105,B,Normal,Female,PID606,10,41.625,874.125,12-Jan-19,11:25,Credit card,832.5,4.761904762,41.625,4.4,PD005,Food and beverages,,,,PID612,83.25,PD005,,,,
420-04-7590,B,Normal,Male,PID607,3,14.955,314.055,18-Mar-19,11:29,Ewallet,299.1,4.761904762,14.955,4.7,PD004,Sports and travel,,,,PID613,99.7,PD001,,,,
665-63-9737,B,Normal,Male,PID608,3,7.863,165.123,27-Feb-19,17:36,Ewallet,157.26,4.761904762,7.863,7.5,PD006,Fashion accessories,,,,PID614,52.42,PD006,,,,
369-82-2676,B,Normal,Male,PID609,5,18.915,397.215,15-Jan-19,18:22,Ewallet,378.3,4.761904762,18.915,7.8,PD005,Food and beverages,,,,PID615,75.66,PD006,,,,
612-36-5536,A,Member,Male,PID61,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4,PD005,Food and beverages,,,,PID616,80.96,PD004,,,,
563-47-4072,B,Normal,Female,PID610,6,16.743,351.603,22-Jan-19,11:52,Cash,334.86,4.761904762,16.743,9.9,PD001,Health and beauty,,,,PID617,55.81,PD001,,,,
322-02-2271,B,Normal,Female,PID611,3,6.4455,135.3555,3-Feb-19,11:46,Cash,128.91,4.761904762,6.4455,9.3,PD001,Health and beauty,,,,PID618,42.97,PD005,,,,
